Variable name,"var_availability (this was calculated using the full final_dataset.csv, with all subjects)",Category of variable,Sub-category of variable,Metadata: CRFNAME,Metadata: TEXT,Key variable,
UCSFASLFS_11_02_15_V2__ST3SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: CC_Central,,
UCSFASLFS_11_02_15_V2__ST3CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: CC_Central,,
UCSFASLFS_11_02_15_V2__ST4MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: CC_Mid_Anterior,,
UCSFASLFS_11_02_15_V2__ST4MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: CC_Mid_Anterior,,
UCSFASLFS_11_02_15_V2__ST4MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: CC_Mid_Anterior,,
UCSFASLFS_11_02_15_V2__ST4AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: CC_Mid_Anterior,,
UCSFASLFS_11_02_15_V2__ST4SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: CC_Mid_Anterior,,
UCSFASLFS_11_02_15_V2__ST4CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: CC_Mid_Anterior,,
UCSFASLFS_11_02_15_V2__ST5MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: CC_Mid_Posterior,,
UCSFASLFS_11_02_15_V2__ST5MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: CC_Mid_Posterior,,
UCSFASLFS_11_02_15_V2__ST5MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: CC_Mid_Posterior,,
UCSFASLFS_11_02_15_V2__ST5AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: CC_Mid_Posterior,,
UCSFASLFS_11_02_15_V2__ST5SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: CC_Mid_Posterior,,
UCSFASLFS_11_02_15_V2__ST5CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: CC_Mid_Posterior,,
UCSFASLFS_11_02_15_V2__ST6MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: CC_Posterior,,
UCSFASLFS_11_02_15_V2__ST6MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: CC_Posterior,,
UCSFASLFS_11_02_15_V2__ST6MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: CC_Posterior,,
UCSFASLFS_11_02_15_V2__ST6AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: CC_Posterior,,
UCSFASLFS_11_02_15_V2__ST6SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: CC_Posterior,,
UCSFASLFS_11_02_15_V2__ST6CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: CC_Posterior,,
UCSFASLFS_11_02_15_V2__ST7MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: CSF,,
UCSFASLFS_11_02_15_V2__ST7MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: CSF,,
UCSFASLFS_11_02_15_V2__ST7MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: CSF,,
UCSFASLFS_11_02_15_V2__ST7AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: CSF,,
UCSFASLFS_11_02_15_V2__ST7SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: CSF,,
UCSFASLFS_11_02_15_V2__ST7CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: CSF,,
UCSFASLFS_11_02_15_V2__ST8MIN,3.936810431,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: 5th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST8MAX,3.936810431,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: 5th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST8MD,3.936810431,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: 5th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST8AVG,3.936810431,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: 5th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST8SD,3.936810431,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: 5th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST8CT,3.936810431,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: 5th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST9MIN,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: 4th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST9MAX,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: 4th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST9MD,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: 4th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST9AVG,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: 4th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST9SD,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: 4th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST9CT,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: 4th-Ventricle,,
UCSFASLFS_11_02_15_V2__ST11MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Accumbens-area,,
UCSFASLFS_11_02_15_V2__ST11MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Accumbens-area,,
UCSFASLFS_11_02_15_V2__ST11MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Accumbens-area,,
UCSFASLFS_11_02_15_V2__ST11AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Accumbens-area,,
UCSFASLFS_11_02_15_V2__ST11SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Accumbens-area,,
UCSFASLFS_11_02_15_V2__ST11CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-Accumbens-area,,
UCSFASLFS_11_02_15_V2__ST12MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Amygdala,,
UCSFASLFS_11_02_15_V2__ST12MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Amygdala,,
UCSFASLFS_11_02_15_V2__ST12MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Amygdala,,
UCSFASLFS_11_02_15_V2__ST12AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Amygdala,,
UCSFASLFS_11_02_15_V2__ST12SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Amygdala,,
UCSFASLFS_11_02_15_V2__ST12CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-Amygdala,,
UCSFASLFS_11_02_15_V2__ST13MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-bankssts,,
UCSFASLFS_11_02_15_V2__ST13MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-bankssts,,
UCSFASLFS_11_02_15_V2__ST13MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-bankssts,,
UCSFASLFS_11_02_15_V2__ST13AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-bankssts,,
UCSFASLFS_11_02_15_V2__ST13SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-bankssts,,
UCSFASLFS_11_02_15_V2__ST13CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-bankssts,,
UCSFASLFS_11_02_15_V2__ST14MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate,,
UCSFASLFS_11_02_15_V2__ST14MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate,,
UCSFASLFS_11_02_15_V2__ST14MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate,,
UCSFASLFS_11_02_15_V2__ST14AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate,,
UCSFASLFS_11_02_15_V2__ST14SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate,,
UCSFASLFS_11_02_15_V2__ST14CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-caudalanteriorcingulate,,
UCSFASLFS_11_02_15_V2__ST15MIN,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal,,
UCSFASLFS_11_02_15_V2__ST15MAX,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal,,
UCSFASLFS_11_02_15_V2__ST15MD,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal,,
UCSFASLFS_11_02_15_V2__ST15AVG,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal,,
UCSFASLFS_11_02_15_V2__ST15SD,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal,,
UCSFASLFS_11_02_15_V2__ST15CT,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-caudalmiddlefrontal,,
UCSFASLFS_11_02_15_V2__ST16MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Caudate,,
UCSFASLFS_11_02_15_V2__ST16MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Caudate,,
UCSFASLFS_11_02_15_V2__ST16MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Caudate,,
UCSFASLFS_11_02_15_V2__ST16AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Caudate,,
UCSFASLFS_11_02_15_V2__ST16SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Caudate,,
UCSFASLFS_11_02_15_V2__ST16CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-Caudate,,
UCSFASLFS_11_02_15_V2__ST17MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex,,
UCSFASLFS_11_02_15_V2__ST17MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex,,
UCSFASLFS_11_02_15_V2__ST17MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex,,
UCSFASLFS_11_02_15_V2__ST17AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex,,
UCSFASLFS_11_02_15_V2__ST17SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex,,
UCSFASLFS_11_02_15_V2__ST17CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-Cerebellum-Cortex,,
UCSFASLFS_11_02_15_V2__ST18MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter,,
UCSFASLFS_11_02_15_V2__ST18MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter,,
UCSFASLFS_11_02_15_V2__ST18MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter,,
UCSFASLFS_11_02_15_V2__ST18AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter,,
UCSFASLFS_11_02_15_V2__ST18SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter,,
UCSFASLFS_11_02_15_V2__ST18CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-Cerebellum-White-Matter,,
UCSFASLFS_11_02_15_V2__ST20MIN,5.315947844,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter,,
UCSFASLFS_11_02_15_V2__ST20MAX,5.315947844,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter,,
UCSFASLFS_11_02_15_V2__ST20MD,5.315947844,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter,,
UCSFASLFS_11_02_15_V2__ST20AVG,5.315947844,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter,,
UCSFASLFS_11_02_15_V2__ST20SD,5.315947844,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter,,
UCSFASLFS_11_02_15_V2__ST20CT,5.315947844,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-Cerebral-White-Matter,,
UCSFASLFS_11_02_15_V2__ST21MIN,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-choroid-plexus,,
UCSFASLFS_11_02_15_V2__ST21MAX,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-choroid-plexus,,
UCSFASLFS_11_02_15_V2__ST21MD,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-choroid-plexus,,
UCSFASLFS_11_02_15_V2__ST21AVG,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-choroid-plexus,,
UCSFASLFS_11_02_15_V2__ST21SD,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-choroid-plexus,,
UCSFASLFS_11_02_15_V2__ST21CT,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-choroid-plexus,,
UCSFASLFS_11_02_15_V2__ST22MIN,0,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum,,
UCSFASLFS_11_02_15_V2__ST22MAX,0,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum,,
UCSFASLFS_11_02_15_V2__ST22MD,0,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum,,
UCSFASLFS_11_02_15_V2__ST22AVG,0,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum,,
UCSFASLFS_11_02_15_V2__ST22SD,0,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum,,
UCSFASLFS_11_02_15_V2__ST22CT,0,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-corpuscallosum,,
UCSFASLFS_11_02_15_V2__ST23MIN,5.290872618,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-cuneus,,
UCSFASLFS_11_02_15_V2__ST23MAX,5.290872618,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-cuneus,,
UCSFASLFS_11_02_15_V2__ST23MD,5.290872618,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-cuneus,,
UCSFASLFS_11_02_15_V2__ST23AVG,5.290872618,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-cuneus,,
UCSFASLFS_11_02_15_V2__ST23SD,5.290872618,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-cuneus,,
UCSFASLFS_11_02_15_V2__ST23CT,5.290872618,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-cuneus,,
UCSFASLFS_11_02_15_V2__ST24MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-entorhinal,,
UCSFASLFS_11_02_15_V2__ST24MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-entorhinal,,
UCSFASLFS_11_02_15_V2__ST24MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-entorhinal,,
UCSFASLFS_11_02_15_V2__ST24AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-entorhinal,,
UCSFASLFS_11_02_15_V2__ST24SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-entorhinal,,
UCSFASLFS_11_02_15_V2__ST24CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-entorhinal,,
UCSFASLFS_11_02_15_V2__ST25MIN,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-frontalpole,,
UCSFASLFS_11_02_15_V2__ST25MAX,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-frontalpole,,
UCSFASLFS_11_02_15_V2__ST25MD,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-frontalpole,,
UCSFASLFS_11_02_15_V2__ST25AVG,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-frontalpole,,
UCSFASLFS_11_02_15_V2__ST25SD,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-frontalpole,,
UCSFASLFS_11_02_15_V2__ST25CT,5.215646941,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-frontalpole,,
UCSFASLFS_11_02_15_V2__ST26MIN,5.165496489,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: ctx-lh-fusiform,,
UCSFASLFS_11_02_15_V2__ST26MAX,5.165496489,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: ctx-lh-fusiform,,
UCSFASLFS_11_02_15_V2__ST26MD,5.165496489,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: ctx-lh-fusiform,,
UCSFASLFS_11_02_15_V2__ST26AVG,5.165496489,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: ctx-lh-fusiform,,
UCSFASLFS_11_02_15_V2__ST26SD,5.165496489,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-fusiform,,
UCSFASLFS_11_02_15_V2__ST26CT,5.165496489,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: ctx-lh-fusiform,,
UCSFASLFS_11_02_15_V2__ST29MIN,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Hippocampus,,
UCSFASLFS_11_02_15_V2__ST29MAX,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Hippocampus,,
UCSFASLFS_11_02_15_V2__ST29MD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Hippocampus,,
UCSFASLFS_11_02_15_V2__ST29AVG,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Hippocampus,,
UCSFASLFS_11_02_15_V2__ST29SD,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Hippocampus,,
UCSFASLFS_11_02_15_V2__ST29CT,5.391173521,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Count of CBF voxels in FreeSurfer ROI: Left-Hippocampus,,
UCSFASLFS_11_02_15_V2__ST30MIN,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Min CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent,,
UCSFASLFS_11_02_15_V2__ST30MAX,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Max CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent,,
UCSFASLFS_11_02_15_V2__ST30MD,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Median CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent,,
UCSFASLFS_11_02_15_V2__ST30AVG,5.341023069,Imaging,MRI - ASL,ASL Perfusion CBF by FreeSurfer ROI,Mean CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent,,
